ImageName,Bicycle,Bridge,Bus,Car,Chimney,Crosswalk,Hydrant,Motorcycle,Other,Palm,Stair,Traffic Light
05446.png,-0.9959943,-1.7022048,-1.8740141,-0.0141701335,-0.7104555,-1.4926193,-2.5031528,-2.6533115,2.7634506,9.979974,0.043561623,0.14475752
05447.png,-3.6482115,0.18387307,0.44806194,9.793241,-3.273455,-0.84109944,-5.3252497,-1.1786245,2.1306984,0.57691073,-2.3947194,0.4831596
05448.png,-2.97781,-1.6441318,0.19289438,4.940756,-1.9412373,0.003237445,-4.140038,-0.7632207,-0.02543187,2.4569905,-2.134014,4.8811474
05449.png,-2.2232478,-0.032263234,-1.536077,1.9779005,-0.7941392,-0.7904343,-1.1748128,-1.61851,5.9104486,-0.26172215,-1.9377693,0.38758636
05450.png,-3.0844777,-1.5530092,-1.6145803,1.451074,-1.1194152,1.0941927,-2.6291344,-1.5807002,0.10966172,0.42879102,-1.5162456,8.53034
05451.png,-2.9020722,0.7467811,-1.1162496,5.3183346,-2.2237022,0.75454557,-4.4328847,-1.8076261,3.0397303,-0.1341892,-2.7799115,4.2961144
05452.png,-2.911916,2.2730472,-1.0735116,6.547959,-2.4715765,1.7244953,-4.949902,-1.3381569,3.4314885,-1.1195232,-2.710691,0.16133775
05453.png,-2.8508952,-1.3922049,-2.358183,2.1006289,-0.6162366,-1.4047965,-4.1062236,-2.9627674,5.685097,4.954061,0.006066514,0.6715874
05454.png,-0.27178767,-1.5582885,-1.2346135,0.8772099,-2.8769624,10.246314,-1.9675479,-1.3456795,-0.8116835,-1.9842432,-2.2826116,0.60836416
05455.png,-0.14190687,-2.8425412,-1.4116582,-2.4027236,0.067707494,-1.1144185,10.3516245,-0.52021474,0.6262345,-1.6681117,-0.3249678,-0.8975026
05456.png,-1.0589647,-1.078275,-1.3075395,5.8518896,-3.821783,6.908222,-4.045256,-0.17705669,-1.2699451,-1.3554989,-3.3291364,2.0419176
05457.png,-0.38803348,-1.9019215,-1.0531583,0.98178554,-3.1531637,9.605135,-2.2818723,-0.88725924,-1.094632,-1.4788338,-2.2230632,0.85656995
05458.png,-0.26333952,-1.3102583,-1.4972206,2.4732225,-2.8332937,10.065665,-2.5343065,-0.75351053,-1.0756298,-2.3504534,-2.6163383,0.4152351
05459.png,-3.5893312,-0.49572808,-2.2195249,1.6926315,-1.304169,-0.113924,-2.948917,-1.8704026,0.6214111,0.7638174,-1.8783913,8.453196
05460.png,-2.330627,-0.74272114,-0.16389996,9.734636,-2.7319784,-1.0161614,-3.3130562,-0.7336868,2.4379065,-0.012512904,-2.0842402,-0.48560482
05461.png,-3.6612127,-1.0943594,-1.8291857,2.6154058,-0.88352245,-3.3422945,-1.3528593,-1.8931794,5.953674,2.8812587,0.0070496034,1.890177
05462.png,-2.2459214,-1.5701578,2.6204677,3.4256198,-1.6071677,-0.69164586,-4.7187457,-1.8760492,1.853057,3.3121233,0.4489983,-1.3551689
05463.png,-0.17175665,-1.5464401,-0.45680112,5.4286246,-3.5074184,8.010277,-2.7945426,0.11622156,-1.3587693,-2.5305295,-3.2947068,-0.31761378
05464.png,-1.1142738,-1.7033949,-1.0676997,-1.8007811,0.054562524,-0.9633849,-0.39052886,-2.222229,-0.08590464,-0.401398,6.7854853,-1.2185495
05465.png,-3.7095976,1.5210915,-0.87373394,7.343643,-1.7328204,-0.43672076,-4.634666,-1.7393005,4.8864107,-1.0488089,-1.7082502,0.18315582
05466.png,-3.5066655,-0.2214079,-0.9513523,7.1290064,-2.2962942,-1.0626807,-3.7909877,-1.6916353,3.0621028,1.8364348,-2.3971775,2.819519
05467.png,-0.34809524,-1.0860573,-1.3436059,2.785728,-2.8637018,9.671389,-2.6621447,-0.5488112,-0.9772488,-2.5117924,-3.0047743,0.55058354
05468.png,-1.389007,-1.6854441,-1.9831837,-0.35125923,0.21415682,-1.2954904,-1.3942976,-2.5746353,1.6812061,-0.33025917,7.1521854,-1.2979306
05469.png,-4.327746,0.6292307,0.6780858,9.57426,-3.1336575,0.033686653,-5.006613,-1.0200286,2.098893,-0.40065572,-3.5887644,0.7287317
05470.png,-2.5109236,-1.3520743,-2.2708673,1.8295413,-1.1192158,0.67058957,-2.9798353,-1.6887822,0.6872036,1.2099549,-1.2828408,7.937051
05471.png,-3.497942,-0.9414822,-0.7806015,7.4117403,-2.3559604,-0.75723535,-5.5800724,-1.3779513,3.80246,2.6789577,-2.3733106,0.7951934
05472.png,0.66307586,-2.3458197,-2.3801079,0.55912507,-2.1664371,8.203206,-2.5709202,-1.120658,0.41736835,-1.7684839,0.0168308,0.10640119
05473.png,-0.88618684,-1.7057331,9.593346,1.3310586,-1.6574061,-1.8972538,-2.7180352,-0.28903192,-0.49825487,-1.2091463,-0.7268739,-2.9132135
05474.png,-2.7663307,0.7356229,3.3078368,2.8532221,-0.42403847,-0.40429556,-4.7660923,-1.270671,3.7439096,-0.81079334,-1.1781361,-0.75958544
05475.png,-0.8699454,-2.0370133,-1.3835409,0.22992018,-0.9227495,-1.202423,-2.8220294,-2.202513,1.5444546,9.477269,-0.10102628,-0.12589227
05476.png,-1.4508917,-0.27020508,4.115851,-0.13544883,-0.14191365,-0.8519185,-4.133534,-1.6045712,2.5312529,-0.1450785,1.5543936,-1.8777679
05477.png,0.11849533,-2.5906181,-1.1470517,-3.082308,0.1143495,-0.18042776,9.790524,-0.13868791,-0.24871413,-0.9378621,-1.0962359,-1.50574
05478.png,-2.490846,-1.8347962,-2.9941206,1.1640106,1.8748531,-1.3588161,-2.8940136,-2.4280598,6.3514676,0.33770645,1.708234,0.23368798
05479.png,-3.0210593,-0.16912495,-0.49407148,6.082573,-2.616168,1.9706831,-4.450502,-0.9663705,-0.3667787,0.3292346,-2.5435364,4.98503
05480.png,-2.7976496,-0.39512292,1.8538872,10.734656,-3.905643,0.43331912,-5.319685,-1.0185356,0.69677246,0.08864108,-2.529653,-0.29487702
05481.png,-2.1636376,-0.24073891,-1.0294354,9.07865,-2.2633374,0.09460748,-4.698418,-0.5176438,2.3144038,-0.4047072,-1.6951492,-0.4156974
05482.png,-0.9613903,-2.0161304,-0.3905245,6.562016,-3.2113988,0.9746453,-3.5820043,-0.90224856,0.2544542,2.971711,-1.0049103,0.120765045
05483.png,-3.8133934,1.7642225,-1.1183199,8.622903,-2.4913487,0.45994118,-5.565376,-1.3176333,3.4749627,-0.382311,-2.962252,0.72365355
05484.png,-3.0887277,1.4775563,-0.75812864,8.962313,-3.3320215,0.216252,-5.396511,-0.7616458,0.81907344,0.014442358,-2.855175,2.6188293
05485.png,-3.6747432,-1.3228859,-3.202583,3.0185506,-0.22274871,-1.896964,-3.7032528,-2.5537503,6.443627,3.8601673,-0.6589752,1.7328285
05486.png,-3.898144,0.7937811,0.46067536,9.331249,-3.0431318,-0.46157905,-5.3105063,-1.0863343,2.0396101,0.16054882,-2.825429,0.45883423
05487.png,5.3056054,-2.1216285,-2.2609606,0.19951671,-2.7029517,7.8738866,-2.7693913,0.13859527,-0.6712294,-2.7865002,-1.6963917,-0.43591493
05488.png,0.68363214,-2.5055518,-1.2219981,-2.2107656,-0.5492307,-0.735212,9.797866,-0.78581476,-0.46314335,-1.6834586,-0.22384731,-0.7690138
05489.png,-0.9611474,-1.6848438,8.542606,-0.09857226,-1.5592242,-0.37169635,-1.175417,-0.079748034,-0.88493156,-0.2959801,-1.321076,-1.9748467
05490.png,-0.17251344,-2.647465,-0.93478024,-1.36638,-0.19606838,-1.0784235,10.338616,-0.43960837,0.2473246,-1.5219235,-0.05233486,-1.297872
05491.png,0.4441256,-1.7279243,-1.8248763,0.41593826,-2.1915784,9.379844,-1.6084719,-0.31952557,-0.42688757,-2.7141323,-1.8709155,0.08880527
05492.png,1.6106119,-1.8767558,-1.5576507,4.8836436,-2.5195038,2.0542028,-3.2079885,0.7412223,0.1263869,-1.2557125,0.5235525,-0.6538392
05493.png,-1.6511929,-0.9307807,-1.0464841,8.263644,-4.0124006,5.0046535,-4.639968,-0.14635237,-0.23583703,-0.9812684,-3.06882,0.39147547
05494.png,-3.3567097,0.8626348,-0.83506244,7.1028266,-2.991048,2.1887093,-4.3602138,-1.1504276,-0.2180019,-0.51651585,-2.7061858,4.153069
05495.png,0.11659813,-1.6994857,-1.7168863,0.61266655,-2.1846492,10.300284,-1.705807,-1.0523434,-0.6015586,-2.7683988,-1.9970535,-0.078924775
05496.png,0.31047526,-1.3975933,-1.5979136,0.44700125,-2.0006695,9.066946,-2.0726283,-1.4154053,0.56994486,-2.7474833,-0.9754074,-0.42395705
05497.png,1.731872,-1.5968919,-0.60563153,2.2534847,-0.5436081,-0.9998545,-1.9914429,5.287562,-0.8431512,-0.7357318,-0.6077744,-1.7121089
05498.png,-1.7180696,-0.80933076,6.5979557,-1.1705046,-1.2449222,0.4355804,-1.6463987,-0.8820754,-0.109996185,0.010208923,-0.9232802,-1.0255054
05499.png,-3.8844666,1.493533,-1.4753052,5.986016,-1.0825082,-0.9310359,-4.8949304,-2.322028,6.017095,-0.12405123,-1.8523393,1.2559546
05500.png,-2.549988,-2.0573194,-3.311877,1.2960495,3.6396601,-1.4032077,-2.2920704,-1.6497587,5.8382998,-0.06991537,1.270979,0.002868522
05501.png,-3.5470672,0.851571,-0.9171462,8.0180435,-2.4797685,0.00032564253,-5.1706724,-1.64886,5.0346365,-0.97217095,-2.7002044,-0.07034652
05502.png,4.7054124,-2.6937785,-0.86597955,2.2589133,-2.8569453,2.6789665,-3.4908612,0.87184596,-0.5437275,1.7327743,-0.25238413,-1.4371942
05503.png,0.49533245,-1.8225368,-0.9777614,-0.98940325,-2.2068403,9.559949,-1.2076641,-1.430742,-0.44758818,-1.6314667,-1.7949499,-0.09652515
05504.png,-1.3744838,-1.8318148,-2.4297235,0.936964,-0.7951706,-1.1267015,-3.269764,-2.6767044,3.4477012,9.032189,0.086982146,-0.2400205
05505.png,1.0549369,-2.528289,-2.2157435,0.8026489,-1.9235493,9.511268,-2.5146375,-1.4123255,0.20375958,-2.6064348,0.102200314,-0.00876854
05506.png,-2.613553,-2.900164,-2.7984374,1.8065238,0.662723,-1.3631082,-2.51413,-2.5546565,5.496441,1.2800598,1.5036203,2.114501
05507.png,-1.4818171,-1.2842996,8.414729,4.414573,-2.3055763,-1.8060894,-3.0411522,0.28400755,-0.8042928,-1.5717877,-1.4896574,-2.484539
05508.png,-1.0966985,-0.9791418,-0.28760415,10.3549795,-3.4154923,-0.12351584,-4.8218145,-0.30276492,1.7209146,0.6886277,-2.0494816,-1.0689601
05509.png,-1.1424836,-1.6672953,-2.7656333,4.7512746,-2.2559521,3.907418,-4.51166,-1.811357,3.8709166,-0.5225579,-1.1788701,1.0619599
05510.png,-2.7718143,-2.1811945,-2.6881258,-0.116172634,5.611515,-1.2092191,-0.63842666,-1.645566,4.0781784,0.017337989,0.40396655,-0.07980846
05511.png,-3.1353502,-1.3047104,-2.4810634,1.3709129,-0.39978248,-0.7926853,-3.1820922,-1.7745581,4.4559755,1.8074157,-0.86774606,5.1751657
05512.png,-2.686439,-1.2262353,-1.7399489,1.2327957,-1.3067446,0.5001041,-2.35547,-1.5149854,-0.5649527,1.1240819,-1.3928574,8.542727
05513.png,-2.2803743,2.7388315,-0.797446,7.741689,-2.3181322,-1.1526705,-3.186956,-1.4212048,2.1156456,-0.037219953,-1.601435,-0.6810178
05514.png,-3.062463,4.907118,0.7256059,1.0469391,-0.5806344,-0.75837237,-2.9932387,-2.7005465,2.155926,1.3552276,-0.952702,-0.0784464
05515.png,-3.5382235,0.90552694,-2.650459,3.8678567,-0.055042014,-3.084705,-3.6172025,-2.7389972,8.573172,1.5184524,-0.82803446,0.48638642
05516.png,-2.724446,5.1714687,0.41977012,7.7316055,-2.8126464,-0.11213949,-4.9940333,-0.5234982,0.9020695,-0.72630686,-2.7203128,-0.76690245
05517.png,-0.4168547,-1.7013097,-0.95760906,10.056529,-3.5861433,1.1170651,-4.5346017,0.49000424,0.9531658,0.032317307,-1.9975411,-0.99597794
05518.png,-2.5722053,-1.033771,-1.2165402,0.75747645,0.866337,-1.7040198,-1.501172,-1.4473182,5.1271377,1.3156004,-1.0462728,1.7035304
05519.png,-0.6990144,-1.5064651,-0.912359,10.406432,-3.3975575,-0.24867108,-4.3186526,-0.4214833,1.1586396,0.9533377,-1.3489377,-0.6505328
05520.png,-1.9605509,-1.6320515,-3.0184731,1.1326332,2.3938997,-1.7646085,-3.355668,-2.3211896,5.690712,0.39255512,3.985731,-1.6126835
05521.png,-3.978831,1.02312,-0.27032155,9.781405,-3.0026205,-0.37249136,-5.2236032,-0.9265872,2.2323265,0.28641817,-2.7343829,0.3191217
05522.png,-2.5113938,-0.46665686,-0.06721911,11.26753,-3.5477746,-0.5025088,-4.745993,-0.5809833,1.3170892,-0.14975627,-2.523463,-0.43772689
05523.png,-1.8381977,-0.9740373,2.394442,6.5612326,-3.4786816,2.5090759,-4.022943,-0.96827924,-1.1965168,1.8528523,-2.2977717,-0.4590393
05524.png,0.13161431,-1.6892918,-1.8117487,1.301329,-2.4873233,10.262406,-2.440388,-0.9771915,-0.4947243,-2.6346025,-2.2955003,0.467489
05525.png,0.5666467,-1.5177113,-1.1318854,-0.105427854,-2.3834648,10.077159,-1.6077225,-0.94536173,-1.255008,-2.5206053,-1.8244841,-0.053002086
05526.png,-2.3266282,-0.18439735,-1.2210935,8.862842,-3.1780083,-0.033061944,-5.0928035,-0.35412255,1.5665481,-0.035295073,-2.1374378,1.369085
05527.png,0.3882711,-3.192554,-0.92711955,-3.6671705,0.12965551,-0.2941854,10.181625,-0.6926217,-0.2790825,-0.79183453,-0.5872679,-1.2185549
05528.png,0.09272532,-2.9650707,-1.203592,-3.1756942,-0.007310463,-0.40990904,10.178283,-0.16684371,-0.22730409,-1.3076798,-0.85726017,-0.57236445
05529.png,-2.852772,4.1944733,-1.1478842,1.8650744,-0.04108359,-2.6754713,-3.7989435,-2.5195787,6.0091615,0.87264776,-0.70403403,-0.7183069
05530.png,-1.1737683,-1.3480546,-0.89232314,9.706993,-2.9045966,0.11032609,-4.638945,-0.5532538,1.9567059,0.5474271,-0.9076458,-0.46246964
05531.png,-2.577812,-1.7627245,-2.186402,2.3887155,-1.506411,0.3943238,-3.147494,-1.5652581,0.35306457,2.0423226,-1.82674,7.99343
05532.png,-2.4526727,1.2859632,-1.6082633,1.1137451,0.10993546,-2.582222,-1.8870101,-2.0503652,5.702526,1.4836086,1.1453608,-0.5918876
05533.png,-1.5824935,-1.1499753,-2.4374158,0.5378929,-0.53704774,-1.3122904,-3.0999067,-2.971069,3.3480558,8.747138,0.4231917,-0.12262687
05534.png,-1.144277,-2.1839597,5.598666,6.012993,-2.1283884,-0.67388433,-3.3236072,-0.63398474,0.79186,-0.7839308,-0.989093,-2.7945228
05535.png,0.31945637,-1.8572676,-1.8882564,0.8024844,-2.2802515,10.044748,-2.211375,-0.5344972,-0.79294634,-2.33605,-1.5294905,0.2106304
05536.png,-3.492533,0.7880432,-0.96988535,9.323647,-3.3210294,1.0305701,-5.878669,-1.3383112,3.0151317,-0.3576382,-3.2917142,0.50524855
05537.png,-0.06544794,-2.0581038,-1.2060361,-1.4004602,-1.4888281,6.6581764,-0.6609911,-1.6067595,0.7898838,-0.53334093,-1.224508,0.17549808
05538.png,1.6029102,-2.8059878,-0.19831245,-0.5124884,-0.66953397,-1.7082362,8.61434,0.5426652,0.60773635,-1.0510973,-0.8183505,-1.2189667
05539.png,-4.3250465,1.3420061,-1.4807942,5.5887384,-0.45357466,-2.673136,-4.4953103,-1.4098295,4.1023607,1.3164455,-2.0690026,1.303461
05540.png,-3.5800304,0.03951572,-0.5755328,9.476341,-3.0806413,-0.29781803,-5.128149,-1.322337,2.1072285,1.6977009,-2.0682137,0.9733092
05541.png,-0.20510958,-2.4072404,-1.168446,-2.7895937,-0.5085148,-0.89593333,10.22728,-0.6404985,-0.10930948,-1.2250506,-0.3923639,-0.96218234
05542.png,-2.4624522,-0.3491245,1.1801459,9.425854,-2.8256853,0.47077647,-3.605601,-0.80630654,1.9692701,-0.17579404,-2.4312227,-1.2340701
05543.png,-3.130999,5.255932,1.3220272,6.128834,-2.52565,0.329832,-4.67036,-1.1320307,1.5614301,-1.3375696,-2.56062,-0.4564289
05544.png,-0.05981913,-2.7755852,-1.3056048,-2.2905476,-0.41116935,-1.3665317,10.361049,-0.83630544,0.37762848,-1.403319,-1.1437222,-1.1117617
05545.png,9.937505,-2.9087632,-1.1379633,0.047549583,-1.7726431,-0.11696861,-1.5424594,1.1296834,-0.08385057,-0.38453,0.37210205,-1.4723295
05546.png,-3.4314914,-0.09797083,1.4224218,10.701854,-3.6299582,-1.2587878,-4.616264,-1.268903,1.7956882,0.48059237,-2.672733,-0.6047616
05547.png,-1.5420492,-1.3191011,8.6450615,2.4949558,-1.8532395,-1.514111,-3.697221,0.14636748,-0.28146213,-0.904387,-1.2224405,-2.302411
05548.png,-0.9722066,-1.8196641,9.383633,0.5122833,-1.353026,-2.3110156,-2.869017,-0.1210697,-0.37315285,-0.9657394,-0.9909511,-2.4968064
05549.png,0.09491648,-2.5907078,-1.2309715,-2.9588926,-0.38701797,-0.13359562,10.198193,-0.5670758,-0.2486036,-1.2212975,-1.2779045,-1.1855329
05550.png,9.999491,-2.8335195,-1.3279163,0.35249656,-2.1147635,0.49300912,-2.1271124,1.1694887,-0.1503174,-0.8175289,0.14363891,-1.7916692
05551.png,9.3844185,-3.0174294,-1.68642,0.014601966,-1.7740339,-0.01709538,-1.0573727,0.36426976,0.7494991,-0.85641617,-0.32518163,-1.3014289
05552.png,-2.9608257,-0.14757375,-0.5187404,9.975371,-3.365612,1.3134987,-5.432987,-0.58044493,1.9077741,-0.5224024,-3.12365,0.06671889
05553.png,-3.667835,-0.20191862,-1.092087,6.0170856,-0.7396236,-2.5395944,-4.8072605,-2.4701998,5.8243246,2.1033666,-0.4544248,-0.16682766
05554.png,-1.7528229,-0.8735296,-0.5891826,10.645502,-3.313095,-0.2636232,-3.8078306,-0.54886657,1.3644322,-0.26108438,-1.971119,-0.971752
05555.png,-0.7550041,-2.3733785,-2.3633473,0.012034459,-1.1209095,-1.3213882,-2.40528,-2.715813,2.520396,8.545007,1.30119,-0.45047873
05556.png,-3.129652,-0.82960993,-2.5662363,1.7482452,1.4672867,-2.1569688,-2.7688403,-2.529243,6.644657,2.3121674,1.1130278,-0.54068404
05557.png,8.576286,-3.2105293,-1.8640219,-0.6694225,-1.6026909,1.4177195,-1.0174613,0.41430232,0.5802256,-0.81742907,-0.55822766,-1.055681
05558.png,-0.036535483,-1.905975,-0.68087256,3.3264203,-2.9991033,8.810127,-2.2558517,-0.44653293,-0.767087,-2.2413695,-2.483993,0.014156777
05559.png,0.2104745,-2.479333,-1.0917678,-1.5443517,-0.1841117,-1.5345143,8.954628,-0.5850316,0.33798754,-0.7768832,0.37104726,-0.99819154
05560.png,0.8681157,-1.9150478,-0.9641147,2.2351968,-2.6816912,7.692197,-2.0912595,2.3164997,-1.9003025,-2.6418633,-2.5630002,-0.4408949
05561.png,-2.41261,7.882863,-0.33555162,2.0843182,-0.72883606,-0.7483344,-2.983001,-0.9233874,1.0480833,-0.8516933,-1.2258061,-0.84315854
05562.png,-0.14077891,-1.422902,-1.4853495,3.9426303,-3.3649309,9.278154,-2.8755434,-0.22624414,-1.4076004,-2.5417402,-2.9258294,0.5264838
05563.png,-3.1897998,-1.3754716,-3.4080012,3.4542031,0.48055688,-2.606821,-4.0414696,-2.6041698,8.249127,1.8174725,-0.15663229,0.3737532
05564.png,-2.1348667,0.28346664,2.3114932,6.4471965,-2.3388238,-1.6653019,-2.3049994,-0.44201508,1.8582611,0.13466626,-2.0778787,-1.6095775
05565.png,-2.986406,0.62875956,-1.6481476,6.3051934,-2.500943,1.8030398,-4.2745395,-1.3988216,0.47614148,0.11724438,-2.6773195,4.3480506
05566.png,-3.574604,-0.9708093,-2.7808611,3.4104154,0.7018109,-2.074671,-3.5267794,-2.0845673,7.8118114,1.6419079,-0.4857529,0.7029368
05567.png,0.092847854,-1.5321571,-1.6127623,1.7101365,-2.6452405,10.2038555,-2.5461726,-0.50318485,-1.3434279,-2.5231545,-2.2568374,0.62065464
05568.png,-2.8305938,1.0885822,-1.5300032,2.8955297,0.1717139,-0.5654347,-2.9194016,-2.1200278,5.416231,-0.4116531,-0.766379,0.9751876
05569.png,-1.1925879,-2.3308942,-2.2757902,-0.4330415,-1.2105492,-0.46353284,-1.979677,-3.044924,2.5202014,7.014387,1.2220402,0.8869505
05570.png,9.068547,-3.0089383,-1.2266668,0.6641915,-2.1284695,0.42519858,-1.4701204,2.0871203,-0.31215316,-1.2263767,-0.15266499,-1.7531711
05571.png,0.38777325,-2.6026354,-2.9368849,0.50323963,-2.0784512,8.08195,-2.28521,-1.6027246,0.763841,-0.55287933,-0.5483826,0.05254199
05572.png,9.544139,-2.597323,-0.7068879,0.65588784,-1.8878664,-0.30543044,-2.0390012,1.3255059,-0.025686694,-0.67732126,-0.16065933,-1.7109497
05573.png,-2.5082138,-0.763835,-1.3571568,0.83682585,-0.981327,0.22067472,-1.7023615,-1.5177844,-0.74965304,0.19884644,-1.1085032,7.563913
05574.png,-3.6232789,-1.1827059,-1.67495,2.7434144,-1.5317694,-0.19793904,-2.6552763,-1.4893801,0.6376654,1.0611066,-2.3638182,7.407938
05575.png,-2.8510807,6.9492025,-1.6107162,1.0893836,-0.011953158,-2.0760167,-3.887624,-2.2711322,4.1601133,0.2922359,-0.5740399,-1.0338328
05576.png,-2.0069942,-2.002783,-2.5701895,1.0567884,3.7050948,-1.6037174,-1.842184,-2.1305351,5.4709034,0.30766875,2.3506956,-1.2608569
05577.png,-1.7369754,-1.3539323,8.637014,2.5040367,-2.154901,-1.4963875,-3.4233575,-0.274191,-0.022708742,-0.85573465,-1.280854,-2.3500283
05578.png,-3.68649,-0.12943445,-2.402937,3.4957364,-1.0583634,-2.2139874,-4.1070976,-2.50573,6.776368,2.269703,0.4040605,0.5344999
05579.png,-2.34703,8.40519,-0.6845873,1.3992941,-0.2159809,-1.2182957,-3.239667,-1.3641776,2.2888458,-0.28158742,-1.1818252,-0.93793106
05580.png,-1.805107,-1.3381991,-0.44641036,9.638932,-2.9164276,0.27121225,-4.4079447,-0.8143999,1.2699699,0.5429331,-1.5266271,0.10819937
05581.png,-3.8224308,-0.069349274,3.7059069,8.948055,-3.3680289,-0.4373916,-5.12308,-0.21443962,0.8866937,-0.38133717,-2.6587255,-0.29413202
05582.png,-1.7333333,-1.050454,-0.715842,9.869687,-3.2866094,-0.15181273,-2.8922176,-0.0018890556,1.1798614,-0.46617967,-2.2100646,-0.32677263
05583.png,-1.5260483,-1.4630163,-1.6802245,3.6594014,-1.686569,-0.06132342,-4.2086444,-1.501551,2.1155605,7.294175,-1.0942259,-0.043404903
05584.png,-2.1776698,-0.7078835,-2.4843984,5.021999,-0.42235667,-1.3340954,-4.292694,-2.565827,7.100543,0.5383504,0.42255408,-1.0698384
05585.png,-3.2176337,3.3607569,-2.5431218,3.3703897,0.7067956,-2.8969502,-3.8157551,-1.8265307,6.3764596,-0.48264682,-1.3617741,0.3861669
05586.png,-3.4671867,-1.0787395,-2.3671381,4.355198,-0.24799506,-1.6817596,-4.108494,-2.3678606,7.754905,0.7135664,-0.37070683,0.61081564
05587.png,-0.08008771,-2.7286959,-1.223087,-2.304692,-0.21545121,-1.2371384,10.293469,-0.98343223,0.078436695,-1.1046602,-0.34130576,-0.6730566
05588.png,-3.6872854,-1.9619404,-2.503012,0.18258308,1.078727,-1.0197531,-1.0540665,-2.113398,2.4998138,1.1251186,-2.065957,7.476263
05589.png,-2.3904474,5.0828547,-1.1089256,0.55441666,-0.16060191,-1.6672853,-3.277434,-1.9685547,2.240088,-0.5070505,2.3714972,-1.1885765
05590.png,-2.7238586,-0.07765497,-2.9080212,3.333044,-0.25955653,-1.4881974,-3.8075686,-2.448439,8.225109,0.6116967,-0.25933263,0.6566945
05591.png,-1.7868396,-2.0009863,-1.0681946,6.9515343,-2.6112914,-0.8191269,-2.9598544,-0.61428785,2.4402144,0.68747604,-1.4806572,1.136961
05592.png,-2.676729,-0.6580734,0.16745676,10.75719,-3.3542945,-0.7134015,-4.622359,-0.25490698,1.7699708,-0.41001886,-2.689406,-0.87603474
05593.png,8.421363,-2.8775852,-0.607664,-0.7361005,-2.079088,0.4283543,-0.43731228,0.71673024,-0.20651306,0.3581251,-0.69778275,-0.9214144
05594.png,-1.25199,-1.102241,-0.56294906,4.738236,-0.80804324,-0.087946765,-3.5901403,-1.6035359,3.7367225,-0.8777304,1.1631118,-1.1242772
05595.png,-4.007896,0.5537721,-0.4961546,8.338252,-3.31868,0.5136094,-4.785124,-1.5529569,3.0632832,0.38238168,-3.4638252,1.5068346
05596.png,-0.84387094,-1.5624635,9.304478,1.0882585,-1.9984632,-0.95217866,-2.731924,-0.8851022,-0.6639581,0.013577513,-1.3487235,-2.332491
05597.png,-2.6548,-0.092142716,-0.51102006,8.268458,-3.3534133,2.7854447,-4.98519,-0.7552056,0.7493738,-0.5454266,-2.7692788,0.77831316
05598.png,0.42155403,-2.8780792,-1.8525099,-2.0847998,-0.20651142,-1.073384,8.525111,-0.8023924,0.55564606,-2.011851,0.3395374,-0.5470254
05599.png,-3.4052494,8.587096,0.056294277,2.279105,-0.8908727,-1.2683264,-3.1925116,-1.6563073,2.376154,-0.10345779,-1.2370087,-0.6430402
05600.png,-0.6060511,-1.6275492,-1.6954515,0.15239073,-1.1448007,-0.7752638,-3.038634,-2.6245427,1.6883755,8.764914,1.6659211,-0.44661057
05601.png,-2.1782737,-0.07336624,-1.7235173,6.1825175,-2.3380017,-1.9743191,-3.5355318,-1.4912878,4.5266232,2.6992247,-1.3569907,0.06494801
05602.png,0.6718187,-2.2646236,-2.7325163,0.28359705,-1.5796496,8.232918,-2.3444083,-1.0107002,0.6348503,-2.8640888,-0.013113471,0.07479787
05603.png,-1.5246098,-1.2877978,-1.3957266,-1.4036335,-0.2533562,-1.1983681,-0.9265698,-2.7155304,0.6449256,0.18429579,6.310911,-1.1279657
05604.png,-2.6872761,-1.4214586,-2.0912218,2.0585816,-0.849902,0.39281633,-3.4500647,-1.6188997,0.13424988,1.6300163,-1.3421398,7.3734546
05605.png,-1.1987056,-2.0683672,9.313872,0.9563562,-1.3628709,-1.6353226,-2.937593,0.057409137,-0.6161699,-1.1142734,-1.3007175,-2.2661655
05606.png,0.392444,-2.4325726,-1.1690701,-2.3385422,-0.43126547,-0.48888308,10.315072,-0.53648365,-0.4073093,-1.6813859,-0.5807679,-0.94366986
05607.png,-3.6043928,0.9581915,-1.7519543,7.327744,-2.535104,0.50871366,-4.6563993,-1.6668911,4.1608734,-0.5379911,-3.2128963,1.8701974
05608.png,0.14486727,-1.7133349,-1.3754908,3.2998617,-3.311502,9.445701,-2.9340622,0.013993317,-1.4128373,-2.2696607,-2.5861406,0.4078992
05609.png,-1.2558415,-1.4283564,-0.9149262,-1.9968767,-0.48529536,-0.9788793,0.14620242,-2.212057,-0.24029015,-0.32187116,5.8037605,-0.40444615
05610.png,0.6338804,-1.8959543,-1.5382787,1.9985425,-2.6338675,9.869234,-2.4504113,-0.18879612,-1.0970213,-2.5806992,-1.8368926,0.098259285
05611.png,-3.4618173,-1.5096188,-2.836215,0.7723979,-0.51728165,-0.5348301,-2.088373,-1.7981746,1.9864124,1.4143595,-1.6844394,8.229716
05612.png,-2.8798656,-1.407811,-1.3301814,1.0078,-1.2266679,0.63999325,-2.2098367,-1.6528504,-0.31439832,0.56416607,-1.4115558,8.918266
05613.png,-3.2551267,-1.2778598,-1.6690495,0.81971383,-1.0350022,-0.14881214,-2.3750143,-1.5852123,0.17967759,0.8116033,-1.5570685,9.074024
